tradingsymbol,name,instrument_type,segment
TARACHAND,TARA CHAND INFRA SOLN,EQ,NSE
AIIL,AUTHUM INVEST & INFRA,EQ,NSE
GLOSTERLTD,GLOSTER,EQ,NSE
BALUFORGE,BALU FORGE INDUSTRIES,EQ,NSE
JNKINDIA,JNK INDIA,EQ,NSE
FILATFASH,FILATEX FASHIONS,EQ,NSE
MUTHOOTFIN,MUTHOOT FINANCE,EQ,NSE
INDGN,INDEGENE,EQ,NSE
AADHARHFC,AADHAR HOUSING FINANCE L,EQ,NSE
TBOTEK,TBO TEK,EQ,NSE
GODIGIT,GO DIGIT GENERAL INS,EQ,NSE
BSLGOLDETF,BIRLA SUN LIFE GOLD ETF,EQ,NSE
ABSLPSE,ADITYA BIRLA SUN LIFE NIFTY PSE ETF,EQ,NSE
MIDSMALL,MIRAE ASSET NIFTY MIDSMALLCAP400 MOMENTUM QUALITY 100 ETF,EQ,NSE
AWFIS,AWFIS SPACE SOLUTIONS,EQ,NSE
LIQUIDBETF,BAJAJ FINSERV NIFTY 1D RATE LIQUID ETF - GROWTH,EQ,NSE
BOROSCI,BOROSIL SCIENTIFIC,EQ,NSE
KRONOX,KRONOX LAB SCIENCES,EQ,NSE
IXIGO,LE TRAVENUES TECHNOLOGY L,EQ,NSE
MID150CASE,ZERODHA NIFTY MIDCAP 150 ETF,EQ,NSE
TOP100CASE,ZERODHA NIFTY 100 ETF,EQ,NSE
BBNPNBETF,BARODA BNP PARIBAS NIFTY BANK ETF,EQ,NSE
RETAIL,JHS SVENDGAARD RETAIL V L,EQ,NSE
DEEDEV,DEE DEVELOPMENT ENG,EQ,NSE
PIIND,PI INDUSTRIES,EQ,NSE
SYMPHONY,SYMPHONY,EQ,NSE
VADILALIND,VADILAL INDUSTRIES,EQ,NSE
IVZINNIFTY,INVESCO INDIA NIFTY 50 EXCHANGE TRADED FUND,EQ,NSE
RELAXO,RELAXO FOOT,EQ,NSE
STANLEY,STANLEY LIFESTYLES,EQ,NSE
OMINFRAL,OM INFRA,EQ,NSE
ESTER,ESTER INDUSTRIES,EQ,NSE
VSTTILLERS,VST TILLERS TRACTORS,EQ,NSE
ABDL,ALLIED BLEND N DISTILS L,EQ,NSE
VRAJ,VRAJ IRON AND STEEL,EQ,NSE
SBISILVER,SBI SILVER ETF,EQ,NSE
LIQUIDSHRI,SHRIRAM NIFTY 1D RATE LIQUID ETF,EQ,NSE
RELIABLE,RELIABLE DATA SERVICE,EQ,NSE
KARMAENG,KARMA ENERGY,EQ,NSE
BANSALWIRE,BANSAL WIRE INDUSTRIES L,EQ,NSE
DELPHIFX,DELPHI WORLD MONEY,EQ,NSE
EMCURE,EMCURE PHARMACEUTICALS L,EQ,NSE
ASHIANA,ASHIANA HOUSING,EQ,NSE
ABGSEC,ADITYA BIRLA SUN LIFE CRISIL BROAD BASED GILT ETF,EQ,NSE
DHANUKA,DHANUKA AGRITECH,EQ,NSE
AGIIL,AGI INFRA,EQ,NSE
EVINDIA,MIRAE ASSET NIFTY EV AND NEW AGE AUTOMOTIVE ETF,EQ,NSE
SBINEQWETF,SBI NIFTY50 EQUAL WEIGHT ETF,EQ,NSE
FILATEX,FILATEX INDIA,EQ,NSE
OILIETF,ICICI PRUDENTIAL NIFTY OIL & GAS ETF,EQ,NSE
MAITHANALL,MAITHAN ALLOYS,EQ,NSE
SANSTAR,SANSTAR,EQ,NSE
RUSHIL,RUSHIL DECOR,EQ,NSE
RELTD,RAVINDRA ENERGY,EQ,NSE
AVANTEL,AVANTEL,EQ,NSE
AKUMS,AKUMS DRUGS AND PHARMA L,EQ,NSE
RUBFILA,RUBFILA INTERNATIONAL,EQ,NSE
RPEL,RAGHAV PRODUCTIVITY ENH L,EQ,NSE
CEIGALL,CEIGALL INDIA,EQ,NSE
OLAELEC,OLA ELECTRIC MOBILITY,EQ,NSE
BSLNIFTY,ADITYA BIRLA SUN LIFE NIFTY 50 ETF,EQ,NSE
GROWWEV,GROWW NIFTY EV & NEW AGE AUTOMOTIVE ETF,EQ,NSE
UNIECOM,UNICOMMERCE ESOLUTIONS L,EQ,NSE
FIRSTCRY,BRAINBEES SOLUTIONS,EQ,NSE
MANCREDIT,MANGAL CREDIT N FINCORP L,EQ,NSE
GSEC10ABSL,ADITYA BIRLA SUN LIFE CRISIL 10 YEAR GILT ETF,EQ,NSE
SUYOG,SUYOG TELEMATICS,EQ,NSE
SSDL,SARASWATI SAREE DEPOT,EQ,NSE
METALIETF,ICICI PRUDENTIAL NIFTY METAL ETF,EQ,NSE
INVENTURE,INVENTURE GRO & SEC,EQ,NSE
INTERARCH,INTERARCH BLDNG SOLTN,EQ,NSE
ELGIRUBCO,ELGI RUBBER CO.,EQ,NSE
GLOBALE,GLOBALE TESSILE,EQ,NSE
MFML,MAHALAXMI FABRIC MILLS LT,EQ,NSE
MODEFENCE,MOTILAL OSWAL NIFTY INDIA DEFENCE ETF,EQ,NSE
LTF,L&T FINANCE,EQ,NSE
ORIENTTECH,ORIENT TECHNOLOGIES,EQ,NSE
SURAJLTD,SURAJ,EQ,NSE
WINDMACHIN,WINDSOR MACHINES,EQ,NSE
IBULLSLTD,INDIABULLS,EQ,NSE
BODALCHEM,BODAL CHEMICALS,EQ,NSE
PREMIERENE,PREMIER ENERGIES,EQ,NSE
ECOSMOBLTY,ECOS (INDIA) MOB & HOSP L,EQ,NSE
RAYMONDLSL,RAYMOND LIFESTYLE,EQ,NSE
MULTICAP,MIRAE ASSET NIFTY500 MULTICAP 50:25:25 ETF,EQ,NSE
ASAHISONG,ASAHI SONGWON COLOR,EQ,NSE
STYLEBAAZA,BAAZAR STYLE RETAIL,EQ,NSE
GALAPREC,GALA PRECISION ENG,EQ,NSE
BROOKS,BROOKS LAB,EQ,NSE
RVTH,REVATHI EQUIPMENT INDIA L,EQ,NSE
EUREKAFORB,EUREKA FORBES,EQ,NSE
TOP10ADD,DSP NIFTY TOP 10 EQUAL WEIGHT ETF,EQ,NSE
TDPOWERSYS,TD POWER SYSTEMS,EQ,NSE
BALAJEE,SHREE TIRUPATI BALAJEE L,EQ,NSE
SANOFICONR,SANOFI CONS HEALTHC IND L,EQ,NSE
XTGLOBAL,XTGLOBAL INFOTECH,EQ,NSE
KROSS,KROSS,EQ,NSE
EBANKNIFTY,EDELWEISS NIFTY BANK ETF,EQ,NSE
TOLINS,TOLINS TYRES,EQ,NSE
BAJAJHFL,BAJAJ HOUSING FINANCE,EQ,NSE
PNGJL,P N GADGIL JEWELLERS,EQ,NSE
APLLTD,ALEMBIC PHARMA,EQ,NSE
VASWANI,VASWANI IND,EQ,NSE
PGEL,PG ELECTROPLAST,EQ,NSE
PANAMAPET,PANAMA PETROCHEM,EQ,NSE
ARKADE,ARKADE DEVELOPERS,EQ,NSE
WCIL,WESTERN CARRIERS (IND) L,EQ,NSE
NORTHARC,NORTHERN ARC CAPITAL,EQ,NSE
GROWWLIQID,GROWW NIFTY 1D RATE LIQUID ETF,EQ,NSE
PAISALO,PAISALO DIGITAL,EQ,NSE
ONELIFECAP,ONELIFE CAP ADVISORS,EQ,NSE
INDOUS,INDO US BIOTECH,EQ,NSE
FLEXITUFF,FLEXITUFF VENTURES INT L,EQ,NSE
SHAKTIPUMP,SHAKTI PUMPS (I),EQ,NSE
TRITURBINE,TRIVENI TURBINE,EQ,NSE
MANBA,MANBA FINANCE,EQ,NSE
MOMENTUM50,MOTILAL OSWAL NIFTY 500 MOMENTUM 50 ETF,EQ,NSE
INDOTHAI,INDO THAI SEC,EQ,NSE
UYFINCORP,U. Y. FINCORP,EQ,NSE
ESSARSHPNG,ESSAR SHIPPING,EQ,NSE
LICMFGOLD,LIC MF GOLD ETF,EQ,NSE
KRN,KRN HEAT EXCHANGE N REF L,EQ,NSE
DIFFNKG,DIFFUSION ENGINEERS,EQ,NSE
JISLDVREQS,JAIN DVR EQUITY SHARES,EQ,NSE
DSSL,DYNACONS SYS & SOLN,EQ,NSE
POLYMED,POLY MEDICURE,EQ,NSE
RUPA,RUPA & COMPANY,EQ,NSE
BANKPSU,MIRAE ASSET NIFTY PSU BANK ETF,EQ,NSE
SRD,SHANKAR LAL RAMPAL,EQ,NSE
METAL,MIRAE ASSET NIFTY METAL ETF,EQ,NSE
VIKASECO,VIKAS ECOTECH,EQ,NSE
GROWWDEFNC,GROWW NIFTY INDIA DEFENCE ETF,EQ,NSE
APLAPOLLO,APL APOLLO TUBES,EQ,NSE
KANANIIND,KANANI INDUSTRIES,EQ,NSE
GARUDA,GARUDA CONSTRUCT N ENG L,EQ,NSE
LLOYDSENT,LLOYDS ENTERPRISES,EQ,NSE
VINCOFE,VINTAGE COFFEE N BVRGS L,EQ,NSE
HYUNDAI,HYUNDAI MOTOR INDIA,EQ,NSE
VAL30IETF,ICICI PRUDENTIAL NIFTY200 VALUE 30 ETF,EQ,NSE
AFFORDABLE,AFFORD ROBO & AUTO,EQ,NSE
GROWWGOLD,GROWW GOLD ETF,EQ,NSE
DBEIL,DEEPAK BUILDERS & ENG I L,EQ,NSE
MINDACORP,MINDA CORPORATION,EQ,NSE
WAAREEENER,WAAREE ENERGIES,EQ,NSE
OCCLLTD,OCCL,EQ,NSE
GODAVARIB,GODAVARI BIOREFINERIES L,EQ,NSE
AFCONS,AFCONS INFRASTRUCTURE,EQ,NSE
AVL,ADITYA VISION,EQ,NSE
EMULTIMQ,EDELWEISS NIFTY500 MULTICAP MOMENTUM QUALITY 50 ETF,EQ,NSE
HEXATRADEX,HEXA TRADEX,EQ,NSE
ABINFRA,A B INFRABUILD,EQ,NSE
TBZ,TRIB BHIMJI ZAVERI,EQ,NSE
MASTERTR,MASTER TRUST,EQ,NSE
SAGILITY,SAGILITY,EQ,NSE
ACMESOLAR,ACME SOLAR HOLDINGS,EQ,NSE
SWIGGY,SWIGGY,EQ,NSE
VSSL,VARDHMAN SPC STEEL,EQ,NSE
LIQUIDPLUS,MIRAE ASSET NIFTY 1D RATE LIQUID ETF - GROWTH,EQ,NSE
KPEL,K.P. ENERGY,EQ,NSE
KMEW,KNOWLEDGE MARINE & EN W L,EQ,NSE
SWANCORP,SWAN CORP,EQ,NSE
NIVABUPA,NIVA BUPA HEALTH INS CO L,EQ,NSE
SPECIALITY,SPECIALITY REST,EQ,NSE
BLACKBUCK,BLACKBUCK,EQ,NSE
CINELINE,CINELINE INDIA,EQ,NSE
RACLGEAR,RACL GEARTECH,EQ,NSE
NTPCGREEN,NTPC GREEN ENERGY,EQ,NSE
EIEL,ENVIRO INFRA ENGINEERS L,EQ,NSE
RTNINDIA,RATTANINDIA ENT,EQ,NSE
SAMPANN,SAMPANN UTPADAN INDIA,EQ,NSE
SURAKSHA,SURAKSHA DIAGNOSTIC,EQ,NSE
ROSSTECH,ROSSELL TECHSYS,EQ,NSE
ODIGMA,ODIGMA CONSULTANCY SOL L,EQ,NSE
INNOVANA,INNOVANA THINKLABS,EQ,NSE
SAILIFE,SAI LIFE SCIENCES,EQ,NSE
VMM,VISHAL MEGA MART,EQ,NSE
MOBIKWIK,ONE MOBIKWIK SYSTEMS,EQ,NSE
IKS,INVENTURUS KNOWLEDGE SO L,EQ,NSE
ANUHPHR,ANUH PHARMA,EQ,NSE
IGIL,INTERNATIO GEMM INS (I) L,EQ,NSE
DAMCAPITAL,DAM CAPITAL ADVISORS,EQ,NSE
MAMATA,MAMATA MACHINERY,EQ,NSE
TRANSRAILL,TRANSRAIL LIGHTING,EQ,NSE
CEWATER,CONCORD ENVIRO SYSTEMS L,EQ,NSE
SANATHAN,SANATHAN TEXTILES,EQ,NSE
VENTIVE,VENTIVE HOSPITALITY,EQ,NSE
PROZONER,PROZONE REALTY,EQ,NSE
CARRARO,CARRARO INDIA,EQ,NSE
SENORES,SENORES PHARMACEUTICALS L,EQ,NSE
KITEX,KITEX GARMENTS,EQ,NSE
MAYURUNIQ,MAYUR UNIQUOTERS,EQ,NSE
ROSSELLIND,ROSSELL INDIA,EQ,NSE
DUCON,DUCON INFRATECHNOLOGIES L,EQ,NSE
UNIMECH,UNIMECH AEROSPACE N MFG L,EQ,NSE
CONSUMER,MIRAE ASSET NIFTY INDIA NEW AGE CONSUMPTION ETF,EQ,NSE
TVSHLTD,TVS HOLDINGS,EQ,NSE
ECAPINSURE,EDELWEISS BSE CAPITAL MARKETS & INSURANCE ETF,EQ,NSE
INDOFARM,INDO FARM EQUIPMENT,EQ,NSE
ZUARI,ZUARI AGRO CHEMICALS,EQ,NSE
SETL,STANDARD ENGNG TCNLGY,EQ,NSE
QUADFUTURE,QUADRANT FUTURE TEK,EQ,NSE
DDEVPLSTIK,DDEV PLASTIKS IND,EQ,NSE
CARERATING,CARE RATINGS,EQ,NSE
PCJEWELLER,PC JEWELLER,EQ,NSE
INDUSTOWER,INDUS TOWERS,EQ,NSE
NAVKARURB,NAVKAR URBANSTRUCTURE,EQ,NSE
LAXMIDENTL,LAXMI DENTAL,EQ,NSE
STALLION,STALLION IND FLUOROCHEM L,EQ,NSE
ONESOURCE,ONESOURCE SPECL PHARMA L,EQ,NSE
ITCHOTELS,ITC HOTELS,EQ,NSE
DENTA,DENTA WATER N INFRA SOL L,EQ,NSE
VMART,VMART RETAIL,EQ,NSE
MOHITIND,MOHIT INDUSTRIES,EQ,NSE
SUPREME,SUPREME HOLDIN N HOSP I L,EQ,NSE
AGARWALEYE,DR AGARWALS HEALTH CARE L,EQ,NSE
MOSCHIP,MOSCHIP TECHNOLOGIES,EQ,NSE
NEXT30ADD,DSP BSE SENSEX NEXT 30 ETF,EQ,NSE
PROTEAN,PROTEAN EGOV TECHNO,EQ,NSE
MCLOUD,MAGELLANIC CLOUD,EQ,NSE
NIBE,NIBE,EQ,NSE
ORCHASP,ORCHASP,EQ,NSE
GROWWRAIL,GROWW NIFTY INDIA RAILWAYS PSU ETF,EQ,NSE
NIFTYIETF,ICICI PRUDENTIAL NIFTY 50 ETF,EQ,NSE
NIF100BEES,NIPPON INDIA ETF NIFTY 100,EQ,NSE
NATCAPSUQ,NATURAL CAPSULES,EQ,NSE
JUBLCPL,JUBILANT AGRI N CON PRO L,EQ,NSE
REPCOHOME,REPCO HOME FINANCE,EQ,NSE
AJAXENGG,AJAX ENGINEERING,EQ,NSE
HEXT,HEXAWARE TECHNOLOGIES,EQ,NSE
BAJAJINDEF,INDEF MANUFACTURING,EQ,NSE
UNIONGOLD,UNION GOLD ETF,EQ,NSE
QPOWER,QUALITY POWER ELEC EQUP L,EQ,NSE
GUJTHEM,GUJARAT THEMIS BIOSYN,EQ,NSE
NIBL,NRB INDUS. BEARINGS,EQ,NSE
MSCIINDIA,KOTAK MSCI INDIA ETF,EQ,NSE
GROWWN200,GROWW NIFTY 200 ETF,EQ,NSE
VIVIDHA,VISAGAR POLYTEX,EQ,NSE
NIFTY100EW,KOTAK NIFTY 100 EQUAL WEIGHT ETF,EQ,NSE
JUSTDIAL,JUSTDIAL,EQ,NSE
AONETOTAL,ANGEL ONE NIFTY TOTAL MARKET ETF,EQ,NSE
ATULAUTO,ATUL AUTO,EQ,NSE
MOCAPITAL,MOTILAL OSWAL NIFTY CAPITAL MARKET ETF,EQ,NSE
ORIENTCEM,ORIENT CEMENT,EQ,NSE
GOLD360,360 ONE GOLD ETF,EQ,NSE
ABFRL,ADITYA BIRLA FASHION & RT,EQ,NSE
SELECTIPO,MIRAE ASSET BSE SELECT IPO ETF,EQ,NSE
EQUAL200,MIRAE ASSET BSE 200 EQUAL WEIGHT ETF,EQ,NSE
SAMMAANCAP,SAMMAAN CAPITAL,EQ,NSE
PRABHA,PRABHA ENERGY,EQ,NSE
CASHIETF,ICICI PRUDENTIAL BSE LIQUID RATE ETF - GROWTH,EQ,NSE
AXISVALUE,AXIS NIFTY500 VALUE 50 ETF,EQ,NSE
BHARATSE,BHARAT SEATS,EQ,NSE
ISHANCH,ISHAN DYES N CHEMICALS L,EQ,NSE
SILVERCASE,ZERODHA SILVER ETF,EQ,NSE
SBIBPB,SBI BSE PSU BANK ETF,EQ,NSE
ESSENTIA,INTEGRA ESSENTIA,EQ,NSE
NIF100IETF,ICICI PRUDENTIAL NIFTY 100 ETF,EQ,NSE
SPECTRUM,SPECTRUM ELECTRIC IND,EQ,NSE
MID150,KOTAK NIFTY MIDCAP 150 ETF,EQ,NSE
AONELIQUID,ANGEL ONE NIFTY 1D RATE LIQUID ETF - GROWTH,EQ,NSE
PILITA,PIL ITALICA LIFESTYLE,EQ,NSE
THOMASCOTT,THOMAS SCOTT (INDIA),EQ,NSE
DBSTOCKBRO,DB (INT) STOCK BROKERS,EQ,NSE
COMPUSOFT,COMPUCOM SOFTWARE,EQ,NSE
RHIM,RHI MAGNESITA INDIA,EQ,NSE
MCX,MULTI COMMODITY EXCHANGE,EQ,NSE
NDL,NANDAN DENIM,EQ,NSE
NBCC,NBCC (INDIA),EQ,NSE
LYPSAGEMS,LYPSA GEMS & JEWEL,EQ,NSE
ORBTEXP,ORBIT EXPORTS,EQ,NSE
JPOLYINVST,JIND POL INV & FIN CO,EQ,NSE
SREEL,SREELEATHERS,EQ,NSE
EVIETF,ICICI PRUDENTIAL NIFTY EV & NEW AGE AUTOMOTIVE ETF,EQ,NSE
CIFL,CAPITAL INDIA FINANCE,EQ,NSE
TINNARUBR,TINNA RUBBER AND INFR,EQ,NSE
WAAREERTL,WAAREE RENEWABLE TECH,EQ,NSE
GROWWMOM50,GROWW NIFTY 500 MOMENTUM 50 ETF,EQ,NSE
SILVER360,360 ONE SILVER ETF,EQ,NSE
NPST,NETWORK PEOPLE SRV TECH L,EQ,NSE
KRISHIVAL,KRISHIVAL FOODS,EQ,NSE
OSWALPUMPS,OSWAL PUMPS,EQ,NSE
GROWWSLVR,GROWW SILVER ETF,EQ,NSE
ABLBL,ADITYA BIRLA LIFES BRAN L,EQ,NSE
ENRIN,SIEMENS ENERGY INDIA,EQ,NSE
MON50EQUAL,MOTILAL OSWAL NIFTY 50 EQUAL WEIGHT ETF,EQ,NSE
PRIMO,PRIMO CHEMICALS,EQ,NSE
THELEELA,LEELA PALACES HOTEL,EQ,NSE
MOINFRA,MOTILAL OSWAL BSE INDIA INFRASTRUCTURE ETF,EQ,NSE
RAJOOENG,RAJOO ENGINEERS,EQ,NSE
AONENIFTY,ANGEL ONE NIFTY 50 ETF,EQ,NSE
MOMGF,MOTILAL OSWAL NIFTY INDIA MANUFACTURING ETF,EQ,NSE
BELRISE,BELRISE INDUSTRIES,EQ,NSE
EQUAL50,MIRAE ASSET NIFTY50 EQUAL WEIGHT ETF,EQ,NSE
MONEXT50,MOTILAL OSWAL NIFTY NEXT 50 ETF,EQ,NSE
AEGISVOPAK,AEGIS VOPAK TERMINALS,EQ,NSE
MOPSE,MOTILAL OSWAL NIFTY PSE ETF,EQ,NSE
MOTOUR,MOTILAL OSWAL NIFTY INDIA TOURISM ETF,EQ,NSE
SNXT30BEES,NIPPON INDIA BSE SENSEX NEXT 30 ETF,EQ,NSE
SCODATUBES,SCODA TUBES,EQ,NSE
DIGITIDE,DIGITIDE SOLUTIONS,EQ,NSE
BLUSPRING,BLUSPRING ENTERPRISES,EQ,NSE
TRAVELFOOD,TRAVEL FOOD SERVICES,EQ,NSE
ARIS,ARISINFRA SOLUTIONS,EQ,NSE
ATHERENERG,ATHER ENERGY,EQ,NSE
FISCHER,FISCHER MEDICAL VENTURE L,EQ,NSE
MOALPHA50,MOTILAL OSWAL NIFTY ALPHA 50 ETF,EQ,NSE
LIQGRWBEES,NIPPON INDIA NIFTY 1D RATE LIQUID ETF - GROWTH,EQ,NSE
PICCADIL,PICCADILY AGRO INDUSTRI L,EQ,NSE
SAMBHV,SAMBHV STEEL TUBES,EQ,NSE
HDBFS,HDB FINANCIAL SERVICES L,EQ,NSE
TOP15IETF,ICICI PRUDENTIAL NIFTY TOP 15 EQUAL WEIGHT ETF,EQ,NSE
MOGOLD,MOTILAL OSWAL GOLD ETF,EQ,NSE
BRIGHOTEL,BRIGADE HOTEL VENTURE,EQ,NSE
IGCL,INDOGULF CROPSCIENCES,EQ,NSE
GROWWNET,GROWW NIFTY INDIA INTERNET ETF,EQ,NSE
MOMIDMTM,MOTILAL OSWAL NIFTY MIDCAP150 MOMENTUM 50 ETF,EQ,NSE
RMDRIP,R M DRIP & SPRINK SYS,EQ,NSE
INDIQUBE,INDIQUBE SPACES,EQ,NSE
CRIZAC,CRIZAC,EQ,NSE
EBGNG,GNG ELECTRONICS,EQ,NSE
ANTHEM,ANTHEM BIOSCIENCES,EQ,NSE
BELLACASA,BELLA CASA FASH AND RET L,EQ,NSE
QUALITY30,KOTAK NIFTY200 QUALITY 30 ETF,EQ,NSE
EUROBOND,EURO PANEL PRODUCTS,EQ,NSE
PASHUPATI,PASHUPATI COTSPIN,EQ,NSE
SMARTWORKS,SMARTWORKS COWORKING SP L,EQ,NSE
CHEMBONDCH,CHEMBOND CHEMICAL,EQ,NSE
SHANTIGOLD,SHANTI GOLD INTERNATION L,EQ,NSE
JSLL,JEENA SIKHO LIFECARE,EQ,NSE
LOTUSDEV,SRI LOTUS DEVLPRS N RTY L,EQ,NSE
MBEL,M AND B ENGINEERING,EQ,NSE
GROWWPOWER,GROWW BSE POWER ETF,EQ,NSE
PROSTARM,PROSTARM INFO SYSTEMS,EQ,NSE
GROWWLOVOL,GROWW NIFTY 500 LOW VOLATILITY 50 ETF,EQ,NSE
ALLTIME,ALL TIME PLASTICS,EQ,NSE
MOSILVER,MOTILAL OSWAL SILVER ETF,EQ,NSE
JSWCEMENT,JSW CEMENT,EQ,NSE
SBILIQETF,SBI NIFTY 1D RATE LIQUID ETF,EQ,NSE
RAYMONDREL,RAYMOND REALTY,EQ,NSE
KALPATARU,KALPATARU,EQ,NSE
ELLEN,ELLENBARRIE INDUS GASES L,EQ,NSE
GLOBECIVIL,GLOBE CIVIL PROJECTS,EQ,NSE
INTERNET,MIRAE ASSET NIFTY INDIA INTERNET ETF,EQ,NSE
MANUFGBEES,NIPPON INDIA NIFTY INDIA MANUFACTURING ETF,EQ,NSE
EFCIL,EFC (I),EQ,NSE
REGAAL,REGAAL RESOURCES,EQ,NSE
GROWWNIFTY,GROWW NIFTY 50 ETF,EQ,NSE
ARFIN,ARFIN INDIA,EQ,NSE
LTGILTCASE,ZERODHA NIFTY 8-13 YR G-SEC ETF,EQ,NSE
MEIL,MANGAL ELECTRICAL IND L,EQ,NSE
SGFIN,SG FINSERVE,EQ,NSE
CPPLUS,ADITYA INFOTECH,EQ,NSE
LAXMIINDIA,LAXMI INDIA FINANCE,EQ,NSE
SGMART,SG MART,EQ,NSE
AONEGOLD,ANGEL ONE GOLD ETF,EQ,NSE
AMANTA,AMANTA HEALTHCARE,EQ,NSE
CPEDU,CAREER POINT EDUTECH,EQ,NSE
ELM250,EDELWEISS NIFTY LARGEMIDCAP 250 ETF,EQ,NSE
SML100CASE,ZERODHA NIFTY SMALLCAP 100 ETF,EQ,NSE
STLNETWORK,STL NETWORKS,EQ,NSE
AHCL,ANLON HEALTHCARE,EQ,NSE
VIKRAN,VIKRAN ENGINEERING,EQ,NSE
GCSL,GRETEX CORPORATE SERVICES,EQ,NSE
ATLANTAELE,ATLANTA ELECTRICALS,EQ,NSE
GANESHCP,GANESH CONSUMER PRODUCT L,EQ,NSE
IVALUE,IVALUE INFOSOLUTIONS,EQ,NSE
GKENERGY,GK ENERGY,EQ,NSE
SAATVIKGL,SAATVIK GREEN ENERGY,EQ,NSE
RHETAN,RHETAN TMT,EQ,NSE
DEVX,DEV ACCELERATOR,EQ,NSE
URBANCO,URBAN COMPANY,EQ,NSE
SHRINGARMS,SHRINGAR HOU OF MANGALS L,EQ,NSE
HILINFRA,HIGHWAY INFRASTRUCTURE L,EQ,NSE
ABCOTS,A B COTSPIN INDIA,EQ,NSE
VMSTMT,VMS TMT,EQ,NSE
MWL,MANGALAM WORLDWIDE,EQ,NSE
TIGERLOGS,TIGER LOGISTICS (INDIA) L,EQ,NSE
JKIPL,JINKUSHAL INDUSTRIES,EQ,NSE
TRUALT,TRUALT BIOENERGY,EQ,NSE
FINKURVE,FINKURVE FINANCIAL SERV L,EQ,NSE
JAINREC,JAIN RESOURCE RECYCLING L,EQ,NSE
EPACKPEB,EPACK PREFAB TECHN,EQ,NSE
BMWVENTLTD,BMW VENTURES,EQ,NSE
TATACAP,TATA CAPITAL,EQ,NSE
BLUESTONE,BLUESTONE JEWEL LFSTL,EQ,NSE
NIFTYCASE,ZERODHA NIFTY 50 ETF,EQ,NSE
CRAMC,CANARA ROBECO AMC,EQ,NSE
RUBICON,RUBICON RESEARCH,EQ,NSE
PACEDIGITK,PACE DIGITEK,EQ,NSE
SYSTMTXC,SYSTEMATIX CORP SERVICE L,EQ,NSE
FLEXIADD,DSP NIFTY500 FLEXICAP QUALITY 30 ETF,EQ,NSE
MONIFTY100,MOTILAL OSWAL NIFTY 100 ETF,EQ,NSE
MOENERGY,MOTILAL OSWAL NIFTY ENERGY ETF,EQ,NSE
MONEYBOXX,MONEYBOXX FINANCE,EQ,NSE
SOLEX,SOLEX ENERGY,EQ,NSE
ADVANCE,ADVANCE AGROLIFE,EQ,NSE
OMFREIGHT,OM FREIGHT FORWARDERS,EQ,NSE
GROWWRLTY,GROWW NIFTY REALTY ETF,EQ,NSE
WEWORK,WEWORK INDIA MANAGEMENT L,EQ,NSE
PATELRMART,PATEL RETAIL,EQ,NSE
SHREEJISPG,SHREEJI SHIPPING GLOBAL L,EQ,NSE
VIKRAMSOLR,VIKRAM SOLAR,EQ,NSE
GROWWNXT50,GROWW NIFTY NEXT 50 ETF,EQ,NSE
ELIQUID,EDELWEISS NIFTY 1D RATE LIQUID ETF,EQ,NSE
CANHLIFE,CANARA HSBC LIFE INS CO L,EQ,NSE
MOMENTUM30,KOTAK NIFTY 200 MOMENTUM 30 ETF,EQ,NSE
MIDWESTLTD,MIDWEST,EQ,NSE
GROWWSC250,GROWW NIFTY SMALLCAP 250 ETF,EQ,NSE
PIRAMALFIN,PIRAMAL FINANCE,EQ,NSE
ORKLAINDIA,ORKLA INDIA,EQ,NSE
STUDDS,STUDDS ACCESSORIES,EQ,NSE
LENSKART,LENSKART SOLUTIONS,EQ,NSE
CHOICEGOLD,CHOICE GOLD ETF,EQ,NSE
GROWWMC150,GROWW NIFTY MIDCAP 150 ETF,EQ,NSE
PWL,PHYSICSWALLAH,EQ,NSE
EMMVEE,EMMVEE PHOTOVOLTAIC PWR L,EQ,NSE
SHIVAUM,SHIV AUM STEELS,EQ,NSE
MODIS,MODIS NAVNIRMAN,EQ,NSE
ADVENTHTL,ADVENT HOTELS INTERNATI L,EQ,NSE
ENERGY,MIRAE ASSET NIFTY ENERGY ETF,EQ,NSE
TMCV,TATA MOTORS,EQ,NSE
EUROPRATIK,EURO PRATIK SALES,EQ,NSE
GROWW,BILLIONBRAINS GARAGE VN L,EQ,NSE
SMALL250,MIRAE ASSET NIFTY SMALLCAP 250 ETF,EQ,NSE
PINELABS,PINE LABS,EQ,NSE
BETA,BETA DRUGS,EQ,NSE
SHILCTECH,SHILCHAR TECHNOLOGIES,EQ,NSE
CAPILLARY,CAPILLARY TECHNO INDIA L,EQ,NSE
UTLSOLAR,FUJIYAMA POWER SYSTEMS L,EQ,NSE
TENNIND,TENNECO CLEAN AIR INDIA L,EQ,NSE
CHEMICAL,KOTAK NIFTY CHEMICALS ETF,EQ,NSE
MOIPO,MOTILAL OSWAL BSE SELECT IPO ETF,EQ,NSE
SOLARWORLD,SOLARWORLD ENERGY SOL,EQ,NSE
STYL,SESHAASAI TECHNOLOGIES L,EQ,NSE
JARO,JARO INS OF TEC MG N RE L,EQ,NSE
ARSSBL,ANAND RATHI SH N STK BR L,EQ,NSE
PAUSHAKLTD,PAUSHAK,EQ,NSE
